State,Year,Quarter,District,Registered_user,App_opens
Telangana,2018,4,suryapet,107039,0
Telangana,2018,4,jogulamba gadwal,45841,0
Telangana,2018,4,kamareddy,77613,0
Telangana,2018,4,mulugu,22206,0
Telangana,2018,4,medchal malkajgiri,1056739,0
Telangana,2018,4,karimnagar,182600,0
Telangana,2018,4,mancherial,110062,0
Telangana,2018,4,siddipet,122741,0
Telangana,2018,4,khammam,168485,0
Telangana,2019,1,narayanpet,40074,0
Telangana,2019,1,nalgonda,211184,0
Telangana,2019,1,jangaon,75697,0
Telangana,2019,1,bhadradri kothagudem,143331,0
Telangana,2019,1,warangal rural,86129,0
Telangana,2019,1,kumuram bheem asifabad,36654,0
Telangana,2019,1,nizamabad,186351,0
Telangana,2019,1,adilabad,52692,0
Telangana,2019,1,rajanna sircilla,74849,0
Telangana,2019,1,nagarkurnool,93752,0
Telangana,2019,1,peddapalle,146982,0
Telangana,2019,1,nirmal,62468,0
Telangana,2019,1,mahabubabad,80528,0
Telangana,2019,1,sangareddy,346529,0
Telangana,2019,1,wanaparthy,56006,0
Telangana,2019,1,vikarabad,82823,0
Telangana,2019,1,jagtial,114424,0
Telangana,2019,1,yadadri bhuvanagiri,112847,0
Telangana,2019,1,medak,79145,0
Telangana,2019,1,mahbubnagar,117364,0
Telangana,2019,1,jaya shankar bhalupally,52428,0
Telangana,2019,1,warangal urban,301881,0
Telangana,2019,1,rangareddy,1470874,0
Telangana,2019,1,hyderabad,1638436,0
Telangana,2019,1,suryapet,131272,0
Telangana,2019,1,jogulamba gadwal,57206,0
Telangana,2019,1,kamareddy,96369,0
Telangana,2019,1,mulugu,27532,0
Telangana,2019,1,medchal malkajgiri,1279531,0
Telangana,2019,1,karimnagar,218609,0
Telangana,2019,1,mancherial,131128,0
Telangana,2019,1,siddipet,152281,0
Telangana,2019,1,khammam,206049,0
Telangana,2019,2,narayanpet,46909,341227
Telangana,2019,2,nalgonda,243227,1776843
Telangana,2019,2,jangaon,87261,760266
Telangana,2019,2,bhadradri kothagudem,166124,1213631
Telangana,2019,2,warangal rural,99395,904458
Telangana,2019,2,kumuram bheem asifabad,42328,270599
Telangana,2019,2,nizamabad,217841,1405542
Telangana,2019,2,adilabad,60912,354686
Telangana,2019,2,rajanna sircilla,85094,563030
Telangana,2019,2,nagarkurnool,110443,861099
Telangana,2019,2,peddapalle,164429,1242370
Telangana,2019,2,nirmal,72367,438946
Telangana,2019,2,mahabubabad,93293,769780
Telangana,2019,2,sangareddy,395371,3054588
Telangana,2019,2,wanaparthy,65235,513463
Telangana,2019,2,vikarabad,97441,677070
Telangana,2019,2,jagtial,130387,736541
Telangana,2019,2,yadadri bhuvanagiri,130181,1091523
Telangana,2019,2,medak,91570,733529
Telangana,2019,2,mahbubnagar,135546,956919
Telangana,2019,2,jaya shankar bhalupally,60052,551657
Telangana,2019,2,warangal urban,342602,3114627
Telangana,2019,2,rangareddy,1651300,16960204
Telangana,2019,2,hyderabad,1856926,18761439
Telangana,2019,2,suryapet,151114,1016067
Telangana,2019,2,jogulamba gadwal,66672,464175
Telangana,2019,2,kamareddy,111871,813768
Telangana,2019,2,mulugu,32156,238533
Telangana,2019,2,medchal malkajgiri,1428880,14391832
Telangana,2019,2,karimnagar,246886,1738874
Telangana,2019,2,mancherial,147346,1028634
Telangana,2019,2,siddipet,175413,1382293
Telangana,2019,2,khammam,239435,1714089
Telangana,2019,3,narayanpet,53512,1197912
Telangana,2019,3,nalgonda,274568,6355907
Telangana,2019,3,jangaon,97865,2765744
Telangana,2019,3,bhadradri kothagudem,187580,4480623
Telangana,2019,3,warangal rural,111605,3335073
Telangana,2019,3,kumuram bheem asifabad,47616,1004225
Telangana,2019,3,nizamabad,248977,5147161
Telangana,2019,3,adilabad,68686,1258579
Telangana,2019,3,rajanna sircilla,95396,2042927
Telangana,2019,3,nagarkurnool,126599,3246839
Telangana,2019,3,peddapalle,181084,4336697
Telangana,2019,3,nirmal,81523,1704014
Telangana,2019,3,mahabubabad,105126,2713299
Telangana,2019,3,sangareddy,441944,11628139
Telangana,2019,3,wanaparthy,73946,1764728
Telangana,2019,3,vikarabad,111704,2460013
Telangana,2019,3,jagtial,146602,2633368
Telangana,2019,3,yadadri bhuvanagiri,145955,4028135
Telangana,2019,3,medak,103294,2565238
Telangana,2019,3,mahbubnagar,154856,3665547
Telangana,2019,3,jaya shankar bhalupally,67145,1929596
Telangana,2019,3,warangal urban,381730,12813746
Telangana,2019,3,rangareddy,1826019,70341936
Telangana,2019,3,hyderabad,2071673,75481306
Telangana,2019,3,suryapet,169675,3495231
Telangana,2019,3,jogulamba gadwal,76012,1761344
Telangana,2019,3,kamareddy,126537,2894450
Telangana,2019,3,mulugu,36280,828445
Telangana,2019,3,medchal malkajgiri,1572320,58565898
Telangana,2019,3,karimnagar,274735,6721567
Telangana,2019,3,mancherial,163495,3693261
Telangana,2019,3,siddipet,196397,4923150
Telangana,2019,3,khammam,270101,6340413
Telangana,2019,4,narayanpet,61454,1618535
Telangana,2019,4,nalgonda,312849,8760787
Telangana,2019,4,jangaon,110428,3786800
Telangana,2019,4,bhadradri kothagudem,213581,6171238
Telangana,2019,4,warangal rural,125617,4529368
Telangana,2019,4,kumuram bheem asifabad,54853,1432235
Telangana,2019,4,nizamabad,284623,6845278
Telangana,2019,4,adilabad,79186,1785113
Telangana,2019,4,rajanna sircilla,107765,2701141
Telangana,2019,4,nagarkurnool,145325,4346133
Telangana,2019,4,peddapalle,200718,6004999
Telangana,2019,4,nirmal,93465,2258373
Telangana,2019,4,mahabubabad,119715,3769189
Telangana,2019,4,sangareddy,493353,14866325
Telangana,2019,4,wanaparthy,84527,2388548
Telangana,2019,4,vikarabad,128847,3284134
Telangana,2019,4,jagtial,166146,3606907
Telangana,2019,4,yadadri bhuvanagiri,165781,5553803
Telangana,2019,4,medak,117616,3422288
Telangana,2019,4,mahbubnagar,176619,4932462
Telangana,2019,4,jaya shankar bhalupally,75975,2670332
Telangana,2019,4,warangal urban,421970,16643573
Telangana,2019,4,rangareddy,2001437,86195067
Telangana,2019,4,hyderabad,2283903,89267033
Telangana,2019,4,suryapet,192063,4802963
Telangana,2019,4,jogulamba gadwal,87093,2348593
Telangana,2019,4,kamareddy,144240,3966417
Telangana,2019,4,mulugu,41655,1205094
Telangana,2019,4,medchal malkajgiri,1714832,71137535
Telangana,2019,4,karimnagar,305507,8865029
Telangana,2019,4,mancherial,183580,5275385
Telangana,2019,4,siddipet,221164,6426620
Telangana,2019,4,khammam,304804,8371747
Telangana,2020,1,narayanpet,69951,2186909
Telangana,2020,1,nalgonda,351793,11703188
Telangana,2020,1,jangaon,122645,4911939
Telangana,2020,1,bhadradri kothagudem,240218,7950598
Telangana,2020,1,warangal rural,138279,5651289
Telangana,2020,1,kumuram bheem asifabad,62210,1866471
Telangana,2020,1,nizamabad,320572,8519695
Telangana,2020,1,adilabad,90082,2265159
Telangana,2020,1,rajanna sircilla,119857,3358921
Telangana,2020,1,nagarkurnool,165017,6257385
Telangana,2020,1,peddapalle,219359,7505646
Telangana,2020,1,nirmal,105257,2811442
Telangana,2020,1,mahabubabad,133329,4878564
Telangana,2020,1,sangareddy,542540,17730360
Telangana,2020,1,wanaparthy,95305,3260565
Telangana,2020,1,vikarabad,146927,4501087
Telangana,2020,1,jagtial,186557,4571872
Telangana,2020,1,yadadri bhuvanagiri,184218,7042753
Telangana,2020,1,medak,131276,4325061
Telangana,2020,1,mahbubnagar,198442,6473191
Telangana,2020,1,jaya shankar bhalupally,83741,3416159
Telangana,2020,1,warangal urban,457591,18169055
Telangana,2020,1,rangareddy,2166829,92956758
Telangana,2020,1,hyderabad,2483843,94202316
Telangana,2020,1,suryapet,215377,6397940
Telangana,2020,1,jogulamba gadwal,98743,3023309
Telangana,2020,1,kamareddy,162054,4963635
Telangana,2020,1,mulugu,47202,1912194
Telangana,2020,1,medchal malkajgiri,1845599,76127707
Telangana,2020,1,karimnagar,334300,10431331
Telangana,2020,1,mancherial,201832,6523023
Telangana,2020,1,siddipet,245168,8153463
Telangana,2020,1,khammam,340747,10674831
Telangana,2020,2,narayanpet,79975,2974720
Telangana,2020,2,nalgonda,393199,14312604
Telangana,2020,2,jangaon,135637,6127838
Telangana,2020,2,bhadradri kothagudem,269053,9040151
Telangana,2020,2,warangal rural,152409,7087689
Telangana,2020,2,kumuram bheem asifabad,70431,2213551
Telangana,2020,2,nizamabad,362663,9986332
Telangana,2020,2,adilabad,102358,2617153
Telangana,2020,2,rajanna sircilla,131832,3715018
Telangana,2020,2,nagarkurnool,185422,8108321
Telangana,2020,2,peddapalle,238823,8306455
Telangana,2020,2,nirmal,119692,3263795
Telangana,2020,2,mahabubabad,148880,6393465
Telangana,2020,2,sangareddy,593360,16942095
Telangana,2020,2,wanaparthy,106739,4127393
Telangana,2020,2,vikarabad,167218,5623203
Telangana,2020,2,jagtial,208759,5423820
Telangana,2020,2,yadadri bhuvanagiri,202936,7381812
Telangana,2020,2,medak,145635,4919329
Telangana,2020,2,mahbubnagar,220639,6873172
Telangana,2020,2,jaya shankar bhalupally,91966,3983691
Telangana,2020,2,warangal urban,495066,15269694
Telangana,2020,2,rangareddy,2313748,52633672
Telangana,2020,2,hyderabad,2653534,50253743
Telangana,2020,2,suryapet,242820,8146908
Telangana,2020,2,jogulamba gadwal,112769,3716099
Telangana,2020,2,kamareddy,182240,6089670
Telangana,2020,2,mulugu,53156,2087930
Telangana,2020,2,medchal malkajgiri,1963353,50404417
Telangana,2020,2,karimnagar,362986,10218611
Telangana,2020,2,mancherial,221435,7442038
Telangana,2020,2,siddipet,269076,9050527
Telangana,2020,2,khammam,380382,12395589
Telangana,2020,3,narayanpet,88897,3444383
Telangana,2020,3,nalgonda,435022,18261971
Telangana,2020,3,jangaon,148978,7332319
Telangana,2020,3,bhadradri kothagudem,297785,12289002
Telangana,2020,3,warangal rural,168438,8501734
Telangana,2020,3,kumuram bheem asifabad,79379,2953601
Telangana,2020,3,nizamabad,405678,13663242
Telangana,2020,3,adilabad,114763,3495961
Telangana,2020,3,rajanna sircilla,145258,4948986
Telangana,2020,3,nagarkurnool,205810,9825044
Telangana,2020,3,peddapalle,259183,11171940
Telangana,2020,3,nirmal,134124,4435475
Telangana,2020,3,mahabubabad,164800,7776597
Telangana,2020,3,sangareddy,649580,23488143
Telangana,2020,3,wanaparthy,117968,5003628
Telangana,2020,3,vikarabad,186369,6732351
Telangana,2020,3,jagtial,232101,7411018
Telangana,2020,3,yadadri bhuvanagiri,223066,9822913
Telangana,2020,3,medak,160492,5966321
Telangana,2020,3,mahbubnagar,243998,9270326
Telangana,2020,3,jaya shankar bhalupally,100886,5210450
Telangana,2020,3,warangal urban,535485,22283028
Telangana,2020,3,rangareddy,2495699,84072270
Telangana,2020,3,hyderabad,2875965,81783431
Telangana,2020,3,suryapet,269601,10631693
Telangana,2020,3,jogulamba gadwal,126584,5055006
Telangana,2020,3,kamareddy,201892,7423110
Telangana,2020,3,mulugu,59368,2688237
Telangana,2020,3,medchal malkajgiri,2111567,78894984
Telangana,2020,3,karimnagar,394328,14576555
Telangana,2020,3,mancherial,242301,10591575
Telangana,2020,3,siddipet,294416,11731189
Telangana,2020,3,khammam,421101,17045442
Telangana,2020,4,narayanpet,98243,4279253
Telangana,2020,4,nalgonda,478409,24303721
Telangana,2020,4,jangaon,162803,9424072
Telangana,2020,4,bhadradri kothagudem,328326,16865688
Telangana,2020,4,warangal rural,183786,10385430
Telangana,2020,4,kumuram bheem asifabad,88807,4105386
Telangana,2020,4,nizamabad,449731,18746196
Telangana,2020,4,adilabad,128184,5003861
Telangana,2020,4,rajanna sircilla,160123,6904037
Telangana,2020,4,nagarkurnool,226388,12171167
Telangana,2020,4,peddapalle,281140,15343725
Telangana,2020,4,nirmal,148827,5912155
Telangana,2020,4,mahabubabad,181203,9775880
Telangana,2020,4,sangareddy,711551,33690075
Telangana,2020,4,wanaparthy,129768,6497923
Telangana,2020,4,vikarabad,205866,8953295
Telangana,2020,4,jagtial,256382,10089257
Telangana,2020,4,yadadri bhuvanagiri,244210,13695103
Telangana,2020,4,medak,176543,8365745
Telangana,2020,4,mahbubnagar,268580,12656725
Telangana,2020,4,jaya shankar bhalupally,109685,6567074
Telangana,2020,4,warangal urban,579306,30652741
Telangana,2020,4,rangareddy,2704868,130198376
Telangana,2020,4,hyderabad,3142385,133815496
Telangana,2020,4,suryapet,296172,14190129
Telangana,2020,4,jogulamba gadwal,139726,6298254
Telangana,2020,4,kamareddy,222619,10099481
Telangana,2020,4,mulugu,65683,3531967
Telangana,2020,4,medchal malkajgiri,2282695,118770158
Telangana,2020,4,karimnagar,428019,20214083
Telangana,2020,4,mancherial,264886,14874505
Telangana,2020,4,siddipet,321082,15903514
Telangana,2020,4,khammam,461801,22329763
Telangana,2021,1,narayanpet,106583,4879296
Telangana,2021,1,nalgonda,517727,27638199
Telangana,2021,1,jangaon,175735,10737744
Telangana,2021,1,bhadradri kothagudem,354847,19161712
Telangana,2021,1,warangal rural,197677,11246867
Telangana,2021,1,kumuram bheem asifabad,96381,4981178
Telangana,2021,1,nizamabad,485751,21011313
Telangana,2021,1,adilabad,138946,6058994
Telangana,2021,1,rajanna sircilla,172651,7870680
Telangana,2021,1,nagarkurnool,245417,14130703
Telangana,2021,1,peddapalle,302119,17000004
Telangana,2021,1,nirmal,161330,6825009
Telangana,2021,1,mahabubabad,195493,10915276
Telangana,2021,1,sangareddy,767476,40044462
Telangana,2021,1,wanaparthy,140134,7311810
Telangana,2021,1,vikarabad,222697,10478282
Telangana,2021,1,jagtial,276806,11635474
Telangana,2021,1,yadadri bhuvanagiri,263598,15881813
Telangana,2021,1,medak,190586,9500652
Telangana,2021,1,mahbubnagar,290086,14780834
Telangana,2021,1,jaya shankar bhalupally,118229,7311296
Telangana,2021,1,warangal urban,620947,35661562
Telangana,2021,1,rangareddy,2906635,164961999
Telangana,2021,1,hyderabad,3379663,171306090
Telangana,2021,1,suryapet,320013,16329250
Telangana,2021,1,jogulamba gadwal,150765,6985199
Telangana,2021,1,kamareddy,240460,11023229
Telangana,2021,1,mulugu,71073,4160226
Telangana,2021,1,medchal malkajgiri,2450573,146584671
Telangana,2021,1,karimnagar,459407,23293364
Telangana,2021,1,mancherial,285446,16741307
Telangana,2021,1,siddipet,346000,18464802
Telangana,2021,1,khammam,497818,25126745
Telangana,2021,2,narayanpet,114463,10568396
Telangana,2021,2,nalgonda,555043,43957369
Telangana,2021,2,jangaon,188184,17884084
Telangana,2021,2,bhadradri kothagudem,380059,26785841
Telangana,2021,2,warangal rural,211532,14875784
Telangana,2021,2,kumuram bheem asifabad,103556,9718979
Telangana,2021,2,nizamabad,518801,27507980
Telangana,2021,2,adilabad,148869,10445610
Telangana,2021,2,rajanna sircilla,184273,10932369
Telangana,2021,2,nagarkurnool,263411,26796756
Telangana,2021,2,peddapalle,322666,19550159
Telangana,2021,2,nirmal,172714,12440675
Telangana,2021,2,mahabubabad,209567,16994546
Telangana,2021,2,sangareddy,820387,40510366
Telangana,2021,2,wanaparthy,150138,12327128
Telangana,2021,2,vikarabad,238633,18596926
Telangana,2021,2,jagtial,295472,16125474
Telangana,2021,2,yadadri bhuvanagiri,282382,22992550
Telangana,2021,2,medak,204292,14977139
Telangana,2021,2,mahbubnagar,310193,18571180
Telangana,2021,2,jaya shankar bhalupally,126605,11889883
Telangana,2021,2,warangal urban,661592,27667829
Telangana,2021,2,rangareddy,3097973,114677944
Telangana,2021,2,hyderabad,3598337,103186542
Telangana,2021,2,suryapet,342919,23148345
Telangana,2021,2,jogulamba gadwal,161753,11573190
Telangana,2021,2,kamareddy,257384,18349435
Telangana,2021,2,mulugu,76355,8730473
Telangana,2021,2,medchal malkajgiri,2611159,94016405
Telangana,2021,2,karimnagar,490218,23072270
Telangana,2021,2,mancherial,305137,21806217
Telangana,2021,2,siddipet,370224,24952714
Telangana,2021,2,khammam,532589,29687134
Telangana,2021,3,narayanpet,123698,12600713
Telangana,2021,3,nalgonda,598288,49183567
Telangana,2021,3,jangaon,202760,19954357
Telangana,2021,3,bhadradri kothagudem,409224,32652497
Telangana,2021,3,warangal rural,227582,16044231
Telangana,2021,3,kumuram bheem asifabad,112005,12374636
Telangana,2021,3,nizamabad,556044,30872892
Telangana,2021,3,adilabad,160401,13550832
Telangana,2021,3,rajanna sircilla,197653,12946883
Telangana,2021,3,nagarkurnool,284427,32443551
Telangana,2021,3,peddapalle,346172,22273221
Telangana,2021,3,nirmal,186080,14516617
Telangana,2021,3,mahabubabad,225821,18716303
Telangana,2021,3,sangareddy,880907,48000652
Telangana,2021,3,wanaparthy,161625,13973770
Telangana,2021,3,vikarabad,257234,21915189
Telangana,2021,3,jagtial,316708,18647662
Telangana,2021,3,yadadri bhuvanagiri,303988,27134768
Telangana,2021,3,medak,220085,16585388
Telangana,2021,3,mahbubnagar,332912,22433630
Telangana,2021,3,jaya shankar bhalupally,136483,13403776
Telangana,2021,3,warangal urban,707591,34485735
Telangana,2021,3,rangareddy,3310906,152255269
Telangana,2021,3,hyderabad,3839513,138904779
Telangana,2021,3,suryapet,369487,26206177
Telangana,2021,3,jogulamba gadwal,174716,15082826
Telangana,2021,3,kamareddy,276848,20064605
Telangana,2021,3,mulugu,82466,10704784
Telangana,2021,3,medchal malkajgiri,2790387,122352691
Telangana,2021,3,karimnagar,524929,27893947
Telangana,2021,3,mancherial,327681,25861713
Telangana,2021,3,siddipet,398010,28683328
Telangana,2021,3,khammam,572647,34808208
Telangana,2021,4,narayanpet,132812,9885605
Telangana,2021,4,nalgonda,641044,49387802
Telangana,2021,4,jangaon,216959,19454795
Telangana,2021,4,bhadradri kothagudem,438017,31523917
Telangana,2021,4,warangal rural,243471,18842708
Telangana,2021,4,kumuram bheem asifabad,120270,9921783
Telangana,2021,4,nizamabad,593223,43139132
Telangana,2021,4,adilabad,171840,11973849
Telangana,2021,4,rajanna sircilla,210757,15899445
Telangana,2021,4,nagarkurnool,304863,25806289
Telangana,2021,4,peddapalle,369792,28436891
Telangana,2021,4,nirmal,199256,15126416
Telangana,2021,4,mahabubabad,242028,17962206
Telangana,2021,4,sangareddy,940845,65270943
Telangana,2021,4,wanaparthy,173070,13082876
Telangana,2021,4,vikarabad,275384,21678658
Telangana,2021,4,jagtial,337979,23826683
Telangana,2021,4,yadadri bhuvanagiri,325245,29576100
Telangana,2021,4,medak,235661,18654116
Telangana,2021,4,mahbubnagar,355529,27383427
Telangana,2021,4,jaya shankar bhalupally,146183,11945405
Telangana,2021,4,warangal urban,753613,50362105
Telangana,2021,4,rangareddy,3523496,223574100
Telangana,2021,4,hyderabad,4081185,216036952
Telangana,2021,4,suryapet,395614,29089685
Telangana,2021,4,jogulamba gadwal,187444,12596236
Telangana,2021,4,kamareddy,296281,22680871
Telangana,2021,4,mulugu,88544,7330070
Telangana,2021,4,medchal malkajgiri,2969740,193566420
Telangana,2021,4,karimnagar,559456,39304222
Telangana,2021,4,mancherial,350142,29531278
Telangana,2021,4,siddipet,425592,35107007
Telangana,2021,4,khammam,612314,39641400
Telangana,2022,1,narayanpet,141328,24536040
Telangana,2022,1,nalgonda,681754,78536056
Telangana,2022,1,jangaon,230792,33506381
Telangana,2022,1,bhadradri kothagudem,465349,47828778
Telangana,2022,1,warangal rural,259006,20722699
Telangana,2022,1,kumuram bheem asifabad,128148,23216915
Telangana,2022,1,nizamabad,628661,45635773
Telangana,2022,1,adilabad,182668,25726396
Telangana,2022,1,rajanna sircilla,223437,20874197
Telangana,2022,1,nagarkurnool,324408,60647215
Telangana,2022,1,peddapalle,392476,26729462
Telangana,2022,1,nirmal,211771,31155753
Telangana,2022,1,mahabubabad,257761,26617012
Telangana,2022,1,sangareddy,997988,48529759
Telangana,2022,1,wanaparthy,183885,21853834
Telangana,2022,1,vikarabad,292925,40205178
Telangana,2022,1,jagtial,358314,32122010
Telangana,2022,1,yadadri bhuvanagiri,345555,43364083
Telangana,2022,1,medak,250764,26785493
Telangana,2022,1,mahbubnagar,377199,31979642
Telangana,2022,1,jaya shankar bhalupally,155585,19712978
Telangana,2022,1,warangal urban,797162,21446613
Telangana,2022,1,rangareddy,3722676,79856901
Telangana,2022,1,hyderabad,4306136,36924268
Telangana,2022,1,suryapet,420703,35742581
Telangana,2022,1,jogulamba gadwal,199570,22596775
Telangana,2022,1,kamareddy,314999,34435197
Telangana,2022,1,mulugu,94447,24353047
Telangana,2022,1,medchal malkajgiri,3138387,36878958
Telangana,2022,1,karimnagar,592752,27194131
Telangana,2022,1,mancherial,371749,35198365
Telangana,2022,1,siddipet,452034,44351650
Telangana,2022,1,khammam,650223,39600384
Telangana,2022,2,narayanpet,149430,27687075
Telangana,2022,2,nalgonda,719911,85869907
Telangana,2022,2,jangaon,243599,37861712
Telangana,2022,2,bhadradri kothagudem,491003,53037326
Telangana,2022,2,warangal rural,273508,20983573
Telangana,2022,2,kumuram bheem asifabad,135588,26400339
Telangana,2022,2,nizamabad,662427,53358244
Telangana,2022,2,adilabad,192795,29410349
Telangana,2022,2,rajanna sircilla,235439,24898167
Telangana,2022,2,nagarkurnool,342621,62479162
Telangana,2022,2,peddapalle,413849,28523186
Telangana,2022,2,nirmal,223694,37127191
Telangana,2022,2,mahabubabad,272277,28074074
Telangana,2022,2,sangareddy,1051378,56481101
Telangana,2022,2,wanaparthy,194159,23776454
Telangana,2022,2,vikarabad,309288,45944923
Telangana,2022,2,jagtial,377794,35930120
Telangana,2022,2,yadadri bhuvanagiri,364848,48725489
Telangana,2022,2,medak,264807,31822099
Telangana,2022,2,mahbubnagar,397421,35909785
Telangana,2022,2,jaya shankar bhalupally,164390,19973850
Telangana,2022,2,warangal urban,838533,21541986
Telangana,2022,2,rangareddy,3911372,82671883
Telangana,2022,2,hyderabad,4519625,32945026
Telangana,2022,2,suryapet,444281,40672431
Telangana,2022,2,jogulamba gadwal,210937,25329332
Telangana,2022,2,kamareddy,332593,39767491
Telangana,2022,2,mulugu,99897,23789791
Telangana,2022,2,medchal malkajgiri,3297882,34313710
Telangana,2022,2,karimnagar,624054,29203287
Telangana,2022,2,mancherial,392343,38088686
Telangana,2022,2,siddipet,476865,51826750
Telangana,2022,2,khammam,685755,41834871
Telangana,2022,3,narayanpet,157410,29955283
Telangana,2022,3,nalgonda,758377,93670118
Telangana,2022,3,jangaon,256510,35822117
Telangana,2022,3,bhadradri kothagudem,517431,50653504
Telangana,2022,3,warangal rural,288239,19013375
Telangana,2022,3,kumuram bheem asifabad,142886,26874360
Telangana,2022,3,nizamabad,697031,46177998
Telangana,2022,3,adilabad,202926,31820070
Telangana,2022,3,rajanna sircilla,247866,26496042
Telangana,2022,3,nagarkurnool,360550,61610304
Telangana,2022,3,peddapalle,436008,25775599
Telangana,2022,3,nirmal,235565,34768227
Telangana,2022,3,mahabubabad,286902,27203065
Telangana,2022,3,sangareddy,1106571,57423815
Telangana,2022,3,wanaparthy,204432,23476250
Telangana,2022,3,vikarabad,325303,43278116
Telangana,2022,3,jagtial,397688,32356187
Telangana,2022,3,yadadri bhuvanagiri,384141,50093206
Telangana,2022,3,medak,278966,32430565
Telangana,2022,3,mahbubnagar,418280,36713378
Telangana,2022,3,jaya shankar bhalupally,173372,18695239
Telangana,2022,3,warangal urban,881363,20060029
Telangana,2022,3,rangareddy,4105107,84056871
Telangana,2022,3,hyderabad,4739891,30441899
Telangana,2022,3,suryapet,468196,37304827
Telangana,2022,3,jogulamba gadwal,222094,28532292
Telangana,2022,3,kamareddy,350370,37129247
Telangana,2022,3,mulugu,105383,22624524
Telangana,2022,3,medchal malkajgiri,3463208,31069503
Telangana,2022,3,karimnagar,656534,29267383
Telangana,2022,3,mancherial,413504,36518078
Telangana,2022,3,siddipet,502130,52694134
Telangana,2022,3,khammam,721877,41592039
Telangana,2022,4,narayanpet,164467,13004567
Telangana,2022,4,nalgonda,793688,62529082
Telangana,2022,4,jangaon,268072,24657265
Telangana,2022,4,bhadradri kothagudem,542203,35537846
Telangana,2022,4,warangal rural,301876,21240770
Telangana,2022,4,kumuram bheem asifabad,149386,13154999
Telangana,2022,4,nizamabad,729287,56961137
Telangana,2022,4,adilabad,212112,15274623
Telangana,2022,4,rajanna sircilla,259226,22135576
Telangana,2022,4,nagarkurnool,376720,30738008
Telangana,2022,4,peddapalle,457038,32257672
Telangana,2022,4,nirmal,246252,22299241
Telangana,2022,4,mahabubabad,300406,20996907
Telangana,2022,4,sangareddy,1159594,87156905
Telangana,2022,4,wanaparthy,214000,16391933
Telangana,2022,4,vikarabad,339772,29400033
Telangana,2022,4,jagtial,416065,33144670
Telangana,2022,4,yadadri bhuvanagiri,401963,39445615
Telangana,2022,4,medak,291807,25833641
Telangana,2022,4,mahbubnagar,437901,36385513
Telangana,2022,4,jaya shankar bhalupally,181521,13309373
Telangana,2022,4,warangal urban,923715,54185496
Telangana,2022,4,rangareddy,4296707,284957579
Telangana,2022,4,hyderabad,4962214,248166634
Telangana,2022,4,suryapet,490568,35754743
Telangana,2022,4,jogulamba gadwal,232376,14372667
Telangana,2022,4,kamareddy,366726,29482223
Telangana,2022,4,mulugu,110228,8903451
Telangana,2022,4,medchal malkajgiri,3628619,224766696
Telangana,2022,4,karimnagar,687385,50465466
Telangana,2022,4,mancherial,433627,34541874
Telangana,2022,4,siddipet,525155,47803119
Telangana,2022,4,khammam,755705,45973189
Telangana,2023,1,narayanpet,172242,29775037
Telangana,2023,1,nalgonda,830827,87778412
Telangana,2023,1,jangaon,280580,34755100
Telangana,2023,1,bhadradri kothagudem,567571,61557092
Telangana,2023,1,warangal rural,315944,20175108
Telangana,2023,1,kumuram bheem asifabad,156343,28022663
Telangana,2023,1,nizamabad,761985,48549263
Telangana,2023,1,adilabad,222025,34654415
Telangana,2023,1,rajanna sircilla,271074,25603157
Telangana,2023,1,nagarkurnool,394485,61891346
Telangana,2023,1,peddapalle,478118,26406282
Telangana,2023,1,nirmal,257611,42217573
Telangana,2023,1,mahabubabad,314702,30185194
Telangana,2023,1,sangareddy,1212607,63878054
Telangana,2023,1,wanaparthy,223966,24336032
Telangana,2023,1,vikarabad,355447,44979668
Telangana,2023,1,jagtial,434964,32529442
Telangana,2023,1,yadadri bhuvanagiri,420473,46489173
Telangana,2023,1,medak,305395,33658982
Telangana,2023,1,mahbubnagar,457781,39744744
Telangana,2023,1,jaya shankar bhalupally,190125,21663861
Telangana,2023,1,warangal urban,964802,20931489
Telangana,2023,1,rangareddy,4483193,92873530
Telangana,2023,1,hyderabad,5176899,32078250
Telangana,2023,1,suryapet,513436,35148085
Telangana,2023,1,jogulamba gadwal,243224,26336319
Telangana,2023,1,kamareddy,383869,37096127
Telangana,2023,1,mulugu,115471,26284682
Telangana,2023,1,medchal malkajgiri,3787461,32008875
Telangana,2023,1,karimnagar,718193,31218292
Telangana,2023,1,mancherial,453837,37525510
Telangana,2023,1,siddipet,549109,52595211
Telangana,2023,1,khammam,790500,42709479
Telangana,2023,2,narayanpet,180034,33793433
Telangana,2023,2,nalgonda,866073,92209472
Telangana,2023,2,jangaon,292576,35498127
Telangana,2023,2,bhadradri kothagudem,591314,62303617
Telangana,2023,2,warangal rural,329591,16089510
Telangana,2023,2,kumuram bheem asifabad,163594,32340407
Telangana,2023,2,nizamabad,792269,47495828
Telangana,2023,2,adilabad,231540,38271203
Telangana,2023,2,rajanna sircilla,282212,29218839
Telangana,2023,2,nagarkurnool,411916,60814557
Telangana,2023,2,peddapalle,497196,22043050
Telangana,2023,2,nirmal,268713,45573879
Telangana,2023,2,mahabubabad,328573,37299839
Telangana,2023,2,sangareddy,1259927,66957103
Telangana,2023,2,wanaparthy,233420,23320465
Telangana,2023,2,vikarabad,371036,49974170
Telangana,2023,2,jagtial,452611,31035990
Telangana,2023,2,yadadri bhuvanagiri,437832,51701471
